date,exercise,stance,grip,equipment1,equipment2,equipment3,tempo,band tension,chain tension,setNumber,weight,reps,RPE,superset with,notes
,,,,,,,,,,2,27.5,10,,OHP (eye level pin),120 sec rest
,,,,,,,,,,3,27.5,9,,OHP (eye level pin),120 sec rest
8/29/18,bench press,,reverse,,,,,,,1,205,10,6,,
,,,,,,,,,,2,205,10,7,,
,,,,,,,,,,3,205,10,8,,105 sec rest
,,,,,,,,,,4,205,10,9.5,,105 sec rest
,front squat,,,,,,,,,1,205,10,6.5,,
,,,,,,,,,,2,205,10,9.5,,120 sec rest
,,,,,,,,,,3,205,8,9,,120 sec rest
,,,,,,,,,,4,205,5,10,,120 sec rest
,bench press (DB incline),,,,,,,,,1,75,10,6,,
,,,,,,,,,,2,75,9,,,
,,,,,,,,,,3,75,9,10,,
9/1/18,bench press,,,,,,,,,1,305,1,8.5,,
,,,,,,,,,,2,250,6,7,,
,,,,,,,,,,3,250,6,7,,
,,,,,,,,,,4,250,6,8,,
,,,,,,,,,,5,250,6,9.5,,
,lowbar squat,,,belt,,,,,,1,385,1,8,,
,,,,,,,,,,2,325,6,6,,
,,,,,,,,,,3,325,6,7,,120 sec rest
,,,,,,,,,,4,325,6,7,,120 sec rest
,,,,,,,,,,5,325,6,8,,120 sec rest
,OHP (barbell),,,belt,,,0.1.0,,,1,145,6,8,,
,,,,,,,,,,2,145,6,9,,
,,,,,,,,,,3,145,5,9.5,,
,,,,,,,,,,4,135,6,10,,
,conv DL,,,belt,,,,,,1,405,1,8,,
,,,,,,,,,,2,365,6,6,,
,,,,,,,,,,3,385,6,9,,
,conv SLDL,,,,,,,,,1,315,7,7,,
,,,,,,,,,,2,315,7,8,,
,,,,,,,,,,3,315,7,7.5,,
,weighted dip,,,,,,,,,1,50,9,7,,
,,,,,,,,,,2,50,9,7.5,,105 sec rest
,,,,,,,,,,3,50,9,8.5,,105 sec rest
,,,,,,,,,,4,50,9,9.5,,105 sec rest
9/2/18,bench press,,close,,,,,,,1,235,8,8,,
,,,,,,,,,,2,225,8,8.5,,
,,,,,,,,,,3,215,8,8.5,,
,,,,,,,,,,4,215,8,8.5,,
,,,,,,,,,,5,215,8,9,,
,highbar squat,,,,,,,,,1,275,8,6,,
,,,,,,,,,,2,275,8,7,,90 sec rest
,,,,,,,,,,3,275,8,8,,90 sec rest
,,,,,,,,,,4,275,8,9,,105 sec rest
,OHP (DB),,,,,,,,,1,65,10,9,,
,,,,,,,,,,2,60,10,6,,
,,,,,,,,,,3,60,10,9.5,,
,bench press (DB),,,,,,,,,1,85,9,8,lat pulldown,
,,,,,,,,,,2,85,9,9,lat pulldown,
,,,,,,,,,,3,85,9,8,lat pulldown,
,lat pulldown,,reverse,,,,,,,1,,10,,,
,,,,,,,,,,2,,10,,,
,,,,,,,,,,3,,10,,,
,,,,,,,,,,4,,10,,,
9/4/18,sumo DL,,,,,,,,,1,385,8,6,,
,,,,,,,,,,2,385,8,6.5,,120 sec rest
,,,,,,,,,,3,395,8,9,,120 sec rest
,bench press (incline),,,,,,,,,1,165,10,6,,
,,,,,,,,,,2,165,10,7,,
,,,,,,,,,,3,165,10,8,,
,,,,,,,,,,4,165,9,9.5,,
,highbar squat,,,,,,,,,1,275,8,6.5,,
,,,,,,,,,,2,275,8,8,,105 seconds rest
,,,,,,,,,,3,275,8,9,,105 seconds rest
,,,,,,,,,,4,275,8,8.5,,210 seconds rest
,OHP (eye level pin),,,,,,,,,1,120,10,8,,
,,,,,,,,,,2,120,9,10,lat pulldown,105 seconds rest
,,,,,,,,,,3,120,8,9.5,lat pulldown ,120 sec rest
,,,,,,,,,,4,120,9,9,lat pulldown,
9/5/18,bench press,,reverse,,,,,,,1,210,10,6.5,,
,,,,,,,,,,2,210,10,7.5,,90 sec rest
,,,,,,,,,,3,210,10,8.5,,105 sec rest
,,,,,,,,,,4,210,10,10,,140 sec rest
,front squat,,,,,,,,,1,205,10,6.5,,
,,,,,,,,,,2,205,10,8,,105 sec rest
,,,,,,,,,,3,205,10,8.5,,120 sec rest
,,,,,,,,,,4,205,9,10,,120 sec rest
,bench press (DB incline),,,,,,,,,1,75,10,8,,
,,,,,,,,,,2,75,10,7.5,,180 sec rest
,,,,,,,,,,3,75,10,7.5,,90 sec rest
,,,,,,,,,,4,75,10,9.5,,105 sec rest
9/8/18,lowbar squat,,,,,,,,,1,395,1,8.5,,
,,,,,,,,,,2,340,5,7,,
,,,,,,,,,,3,340,5,7,,
,,,,,,,,,,4,340,5,7,,
,bench press,,,,,,,,,1,305,1,9,,
,,,,,,,,,,2,255,5,7.5,,
,,,,,,,,,,3,255,5,7.5,,
,,,,,,,,,,4,255,5,7.5,,
,"conv DL (1"" deficit)",,,,,,,,,1,345,6,8,,
,,,,,,,,,,2,345,6,6.5,,
,OHP (barbell),,,belt,,,0.1.0,,,1,150,5,7,,
,,,,,,,,,,2,150,5,8,,
9/9/18,bench press,,close,,,,0.1.0,,,1,225,6,7,,
,,,,,,,,,,2,225,6,7,,
,bench press,,close,,,,3.1.0,,,1,225,5,9,,
,bench press (feet up),,,,,,,,,1,225,5,10,,
,,,,,,,,,,2,225,5,10,,
9/12/18,bench press,,wide,,,,0.1.0,,,1,245,4,7,,
,,,,,,,,,,2,245,4,7,,
,,,,,,,,,,3,245,4,7.5,,
,,,,,,,,,,4,245,4,7,,
,,,,,,,,,,5,245,4,8,,
,conv DL,,,belt,,,,,,1,405,1,7.5,,
,,,,,,,,,,2,375,5,6.5,,
,,,,,,,,,,3,375,5,7,,
,,,,,,,,,,4,385,5,7.5,,
,OHP (low pin),,,,,,,,,1,145,6,7,,
,,,,,,,,,,2,145,6,8,,
,,,,,,,,,,3,145,6,8,,
,lowbar squat,,,,,,0.1.0,,,1,275,6,8.5,,
,,,,,,,,,,2,275,6,8,,
9/15/18,bench press,,,,,,,,,1,305,1,8.5,,
,,,,,,,,,,2,255,5,6.5,,
,,,,,,,,,,3,255,5,7,,
,,,,,,,,,,4,255,5,7,,
,,,,,,,,,,5,255,5,7,,
,,,,,,,,,,6,255,5,7.5,,
,lowbar squat,,,belt,,,,,,1,395,1,8,,
,,,,,,,,,,2,340,7,7,,
,,,,,,,,,,3,340,7,7,,
,,,,,,,,,,4,340,8,8,,
,,,,,,,,,,5,340,8,7.5,,
,,,,,,,,,,6,340,8,8,,
,OHP (barbell),,,belt,,,0.1.0,,,1,150,5,7.5,,
,,,,,,,,,,2,150,5,8,,
,,,,,,,,,,3,150,5,8,,
,"conv DL (1"" deficit)",,,,,,,,,1,345,6,6.5,,
,,,,,,,,,,2,345,6,7,,
,,,,,,,,,,3,345,6,8,,
9/16/18,bench press,,close,,,,0.1.0,,,1,235,6,7.5,,
,,,,,,,,,,2,235,6,7.5,,
,,,,,,,,,,3,235,6,8,,
,,,,,,,,,,4,235,6,10,,
,,,,,,,,,,5,235,6,10,,
,row (barbell),,,,,,,,,1,235,8,,,
,,,,,,,,,,2,235,8,,,
,,,,,,,,,,3,235,8,,,
,,,,,,,,,,4,235,8,,,
,OHP (low pin),,,,,,,,,1,135,6,7,,
,,,,,,,,,,2,135,6,8,,
,,,,,,,,,,3,135,6,8.5,,
,,,,,,,,,,4,135,6,8.6,,
9/18/18,conv DL,,,belt,,,,,,1,420,1,7.5,,
,,,,,,,,,,2,375,5,<6,,
,,,,,,,,,,3,380,5,7,,
,,,,,,,,,,4,380,5,6.5,,
,,,,,,,,,,5,380,5,7,,
,,,,,,,,,,6,380,5,7,,
,bench press,,wide,,,,0.1.0,,,1,250,4,7,,
,,,,,,,,,,2,250,4,7.5,,
,,,,,,,,,,3,250,4,7.5,,
,,,,,,,,,,4,250,4,7.5,,
,,,,,,,,,,5,250,4,8,,
,,,,,,,,,,6,250,4,8,,
,lowbar squat,,,,,,0.1.0,,,1,275,6,7,,
,,,,,,,,,,2,275,6,7,,
,,,,,,,,,,3,275,6,8,,
,OHP (barbell),,,,,,3.1.0,,,1,155,4,9,,
,,,,,,,,,,2,155,4,10,,
,,,,,,,,,,3,145,4,8.5,,
,,,,,,,,,,4,145,4,10,,
9/19/18,spoto press,,,,,,0.1.0,,,1,225,7,7.5,,
,,,,,,,,,,2,225,7,7.5,,
,,,,,,,,,,3,225,7,9,,
,,,,,,,,,,4,225,7,9,,
,highbar squat,,,,,,,,,1,285,8,7,,rpe values are made up
,,,,,,,,,,2,285,8,7,,rpe values are made up
,,,,,,,,,,3,285,8,7,,rpe values are made up
,,,,,,,,,,4,285,8,7,,rpe values are made up
,bench press (incline low pin),,,,,,,,,1,175,7,7,,
,,,,,,,,,,2,175,7,7,,
,,,,,,,,,,3,175,7,7,,
,,,,,,,,,,4,175,7,7,,
9/22/18,bench press,,,,,,,,,1,305,1,9,,
,,,,,,,,,,2,255,5,7,,
,,,,,,,,,,3,255,5,8,,
,,,,,,,,,,4,255,5,7.5,,
,,,,,,,,,,5,255,5,8,,
,,,,,,,,,,6,260,5,8.5,,
,lowbar squat,,,belt,,,,,,1,405,1,9,,
,,,,,,,,,,2,345,5,7,,
,,,,,,,,,,3,345,5,7,,
,,,,,,,,,,4,345,5,8,,
,,,,,,,,,,5,345,5,8,,
,,,,,,,,,,6,345,5,8,,
,OHP (barbell),,,belt,,,0.1.0,,,1,150,5,7,,
,,,,,,,,,,2,150,5,7.5,,
,,,,,,,,,,3,150,5,8,,
,,,,,,,,,,4,150,5,8,,
,,,,,,,,,,5,150,5,8,,
,"conv DL (1"" deficit)",,,,,,,,,1,355,6,<6,,
,,,,,,,,,,2,360,6,7,,
,,,,,,,,,,3,360,6,7,,
,,,,,,,,,,4,360,6,7,,
9/23/18,bench press,,close,,,,0.1.0,,,1,235,6,7,,
,,,,,,,,,,2,235,6,7.5,,
,,,,,,,,,,3,235,6,8.5,,
,,,,,,,,,,4,235,6,10,,
,,,,,,,,,,5,225,6,9.5,,
,bench press (feet up),,close,,,,,,,1,205,5,8,,
,,,,,,,,,,2,205,5,7,,
,,,,,,,,,,3,205,5,7.5,,
,,,,,,,,,,4,205,5,9,,
,front squat,,,,,,,,,1,235,6,6.5,,
,,,,,,,,,,2,235,6,7.5,,
,,,,,,,,,,3,235,6,7,,
,OHP (low pin),,,,,,,,,1,140,6,7,,
,,,,,,,,,,2,140,6,7.5,row (barbell),
,,,,,,,,,,3,140,6,8,row (barbell),
,,,,,,,,,,4,150,6,8.5,row (barbell),
,row (barbell),,,,,,,,,1,225,8,,,
,,,,,,,,,,2,235,8,,,
,,,,,,,,,,3,235,8,,,
,,,,,,,,,,4,235,8,,,
9/25/18,conv DL,,,belt,,,0.1.0,,,1,430,1,7.5,,
,,,,,,,,,,2,385,5,<6,,
,,,,,,,,,,3,385,5,<6,,
,,,,,,,,,,4,395,5,7,,
,,,,,,,,,,5,395,5,8,,
,,,,,,,,,,6,385,5,7.5,,
,bench press,,wide,,,,0.1.0,,,1,250,4,7,,
,,,,,,,,,,2,250,4,7,,
,,,,,,,,,,3,250,4,7.5,,
,,,,,,,,,,4,250,4,8,,
,,,,,,,,,,5,250,4,8,,
,lowbar squat,,,,,,0.1.0,,,1,275,6,7,,
,,,,,,,,,,2,275,6,7,,
,,,,,,,,,,3,275,6,7.5,,
,,,,,,,,,,4,275,6,8,,
,OHP (barbell),,,,,,3.1.0,,,1,135,4,7,,
,,,,,,,,,,2,140,4,7,,
,,,,,,,,,,3,150,4,8.5,,
,,,,,,,,,,4,150,4,9.5,,
9/26/18,spoto press,,,,,,0.1.0,,,1,225,7,7,,
,,,,,,,,,,2,225,7,7.5,,
,,,,,,,,,,3,225,7,7.5,,
,highbar squat,,,,,,,,,1,275,8,6,,
,,,,,,,,,,2,275,8,7,,
,,,,,,,,,,3,275,8,7.5,,
,bench press (incline low pin),,,,,,,,,1,175,7,7.5,,
,,,,,,,,,,2,175,7,7.5,,
,,,,,,,,,,3,175,7,8,,
,,,,,,,,,,4,175,7,8.5,,
,OHP (barbell),,,,,,,,,1,135,7,8,,
,,,,,,,,,,2,135,7,8,,
,,,,,,,,,,3,135,7,8,,
9/29/18,bench press,,,,,,,,,1,310,1,9,,
,,,,,,,,,,2,260,5,7,,
,,,,,,,,,,3,260,5,7.5,,
,,,,,,,,,,4,260,5,7.5,,
,,,,,,,,,,5,260,5,8,,
,,,,,,,,,,6,260,5,9,,
,lowbar squat,,,belt,,,,,,1,405,1,9,,
,,,,,,,,,,2,345,5,7,,
,,,,,,,,,,3,345,5,7.5,,
,,,,,,,,,,4,345,5,8.5,,
,,,,,,,,,,5,345,5,9,,
,,,,,,,,,,6,345,5,9.5,,
,OHP (barbell),,,,,,,,,1,150,5,7,,
,,,,,,,,,,2,150,5,7.5,,
,,,,,,,,,,3,150,5,8,,
,,,,,,,,,,4,150,5,8,,
,,,,,,,,,,5,150,5,8,,
,"conv DL (1.5"" deficit)",,,,,,,,,1,365,6,6,,
,,,,,,,,,,2,370,6,7,,
,,,,,,,,,,3,370,6,7.5,,
,,,,,,,,,,4,370,6,10,,
9/30/18,bench press,,close,,,,0.1.0,,,1,235,6,6.5,,
,,,,,,,,,,2,235,6,7,,
,,,,,,,,,,3,235,6,8,,
,,,,,,,,,,4,235,6,8,,
,,,,,,,,,,5,235,6,8.5,,
,front squat,,,,,,,,,1,245,6,7,bench press (feet up) close,
,,,,,,,,,,2,245,6,7.5,bench press (feet up) close,
,,,,,,,,,,3,245,6,8.5,bench press (feet up) close,
,bench press (feet up),,close,,,,,,,1,210,5,7,front squat,
,,,,,,,,,,2,210,5,7.5,front squat,
,,,,,,,,,,3,210,5,8,front squat,
10/2/18,conv DL,,,belt,,,,,,1,440,1,8,,
,,,,,,,,,,2,385,5,<6,,
,,,,,,,,,,3,395,5,6.5,,
,,,,,,,,,,4,395,5,7,,
,,,,,,,,,,5,395,5,8,,
,,,,,,,,,,6,395,5,8,,
,bench press,,wide,,,,0.1.0,,,1,255,4,7,,
,,,,,,,,,,2,255,4,7,,
,,,,,,,,,,3,255,4,7,,
,,,,,,,,,,4,255,4,7.5,,
,,,,,,,,,,5,255,4,8.5,,
,lowbar squat,,,,,,0.1.0,,,1,275,6,7,,
,,,,,,,,,,2,275,6,7,,
,,,,,,,,,,3,275,6,8,,
,,,,,,,,,,4,275,6,8,,
,,,,,,,,,,5,275,6,8,,
,,,,,,,,,,6,275,6,8,,
,OHP (barbell),,,,,,3.1.0,,,1,140,4,7,,
,,,,,,,,,,2,145,4,8,,
,,,,,,,,,,3,145,4,8,,
,,,,,,,,,,4,145,4,7.5,,
,,,,,,,,,,5,145,5,8.5,,
10/6/18,bench press,,,,,,,,,1,315,1,9.5,,
,,,,,,,,,,2,265,5,7.5,,
,,,,,,,,,,3,265,5,7.5,,
,,,,,,,,,,4,265,5,8,,
,,,,,,,,,,5,265,5,8,,
10/7/18,bench press,,close,,,,0.1.0,,,1,240,6,7,,
,,,,,,,,,,2,240,6,8.5,,
,,,,,,,,,,4,240,6,8.5,,
,,,,,,,,,,5,240,6,9,,
,,,,,,,,,,6,240,6,9.5,,
,OHP (low pin),,,,,,,,,1,145,6,6.5,row (barbell),
,,,,,,,,,,2,145,6,8,row (barbell),
,,,,,,,,,,3,145,6,8,row (barbell),
,row (barbell),,,,,,,,,1,235,8,,ohp (low pin),
,,,,,,,,,,2,235,8,,ohp (low pin),
,,,,,,,,,,3,235,8,,ohp (low pin),
,,,,,,,,,,4,235,8,,ohp (low pin),
10/9/18,conv DL,,,belt,,,,,,1,445,1,8,,
,,,,,,,,,,2,385,5,<6,,
,,,,,,,,,,3,395,5,6.5,,
,,,,,,,,,,4,405,5,7,,
,bench press,,wide,,,,0.1.0,,,1,250,4,6.5,,
,,,,,,,,,,2,250,4,6.5,,
,,,,,,,,,,3,250,4,7,,
,,,,,,,,,,4,250,4,7,,
,,,,,,,,,,5,255,4,7,,
,,,,,,,,,,6,255,4,8,,
,lowbar squat (low pin),,,,,,,,,1,275,5,7,,
,,,,,,,,,,2,285,5,8,,
,,,,,,,,,,3,285,5,9,,
,,,,,,,,,,4,285,5,9,,
,OHP (barbell),,,,,,,,,1,145,7,7,,
,,,,,,,,,,2,150,7,8.5,,
,,,,,,,,,,3,150,6,10,,
10/13/18,lowbar squat,,,belt,,,,,,1,405,1,9,,
,,,,,,,,,,2,350,5,7.5,,
,,,,,,,,,,3,350,5,8,,
,,,,,,,,,,4,350,5,8,,
,,,,,,,,,,5,350,5,8.5,,
,,,,,,,,,,6,335,5,7.5,,
,bench press,,,,,,,,,1,315,1,10,,
,,,,,,,,,,2,255,5,7,,
,,,,,,,,,,3,255,5,7.5,,
,,,,,,,,,,4,255,5,7,,
,,,,,,,,,,5,255,5,7.5,,
,,,,,,,,,,6,255,5,7.5,,
,"conv DL (1.5"" deficit)",,,,,,,,,1,370,6,6.5,,
,,,,,,,,,,2,370,6,7.5,,
,,,,,,,,,,3,380,6,8.5,,
,,,,,,,,,,4,380,6,9,,
,OHP (barbell),,,belt,,,0.1.0,,,1,155,5,7,,
,,,,,,,,,,2,155,5,6.5,,
,,,,,,,,,,3,160,5,8,,
,,,,,,,,,,4,160,5,8.5,,
,,,,,,,,,,5,160,5,10,,
10/14/18,bench press,,close,,,,0.1.0,,,1,240,6,7,,
,,,,,,,,,,2,240,6,7.5,,
,,,,,,,,,,3,240,6,9,,
,,,,,,,,,,4,230,6,8.5,,
,,,,,,,,,,5,230,6,9,,
,bench press (high pin),,close,,,,,,,1,245,4,7,,
,,,,,,,,,,2,255,4,10,,
,,,,,,,,,,3,245,4,9,,
,OHP (chin pin),,,,,,,,,1,140,6,7,,
,,,,,,,,,,2,140,6,7.5,,
,,,,,,,,,,3,140,6,8,,
10/15/18,lowbar squat (low pin),,,,,,,,,1,275,5,6,,
,,,,,,,,,,2,285,5,7,,
,,,,,,,,,,3,295,5,7.5,,
,,,,,,,,,,4,305,5,9,,
,row (barbell),,,,,,,,,1,225,10,,,
,,,,,,,,,,2,225,10,,,
,,,,,,,,,,3,225,10,,,
,,,,,,,,,,4,225,10,,,
10/16/18,bench press,,wide,,,,0.1.0,,,1,255,4,6.5,,
,,,,,,,,,,2,260,4,7,,
,,,,,,,,,,3,260,4,7,,
,,,,,,,,,,4,260,4,8,,
,,,,,,,,,,5,260,4,8,,
,,,,,,,,,,6,260,4,9,,
,OHP (barbell),,,,,,3.1.0,,,1,145,4,7,,
,,,,,,,,,,2,150,4,8,,
,,,,,,,,,,3,150,4,8.5,,
10/17/18,bench press,,,,,,0.1.0,,,1,245,6,7,,
,,,,,,,,,,2,255,6,8,,
,,,,,,,,,,3,265,6,10,,
,,,,,,,,,,4,245,6,7,,
,,,,,,,,,,5,245,6,8,,
,,,,,,,,,,6,245,6,8.5,,
,conv DL,,,belt,,,,,,1,455,1,9,,
,,,,,,,,,,2,395,5,6.5,,
,,,,,,,,,,3,400,5,7,,
,,,,,,,,,,4,400,5,8,,
,,,,,,,,,,5,400,5,8.5,,
,bench press (incline low pin),,,,,,,,,1,185,8,7.5,,
,,,,,,,,,,2,185,8,8,,
,,,,,,,,,,3,185,8,9,,
,highbar squat,,,,,,,,,1,275,7,7,,
,,,,,,,,,,2,285,7,7,,
,,,,,,,,,,3,285,7,7.5,,
,,,,,,,,,,4,285,7,8.5,,
10/20/18,bench press,,,,,,,,,1,310,1,9,,
,,,,,,,,,,2,260,5,6,,
,,,,,,,,,,3,265,5,7,,
,,,,,,,,,,4,265,5,7.5,,
,,,,,,,,,,5,265,5,8,,
,,,,,,,,,,6,265,5,9,,
,lowbar squat,,,belt,,,,,,1,405,1,9,,
,,,,,,,,,,2,335,5,7,,
,,,,,,,,,,3,350,5,7,,
,,,,,,,,,,4,360,5,8,,
,,,,,,,,,,5,350,5,8.5,,
,,,,,,,,,,6,350,5,8.5,,
,OHP (barbell),,,belt,,,0.1.0,,,1,155,5,7.5,,
,,,,,,,,,,2,155,5,8,,
,,,,,,,,,,3,145,5,8,,
,,,,,,,,,,4,145,5,7.5,,
,conv DL,,,,,,0.1.0,,,1,365,6,6,,
,,,,,,,,,,2,375,6,7,,
,,,,,,,,,,3,375,6,7.5,,
10/21/18,bench press,,close,,,,0.1.0,,,1,225,6,6,,
,,,,,,,,,,2,235,6,6.5,,
,,,,,,,,,,3,250,6,10,,
,,,,,,,,,,4,235,6,8,,
,bench press (high pin),,close,,,,,,,1,245,4,6,,
,,,,,,,,,,2,260,4,10,,
,,,,,,,,,,3,255,4,8,,
,,,,,,,,,,4,255,5,8,,
,OHP (low pin),,,,,,,,,1,150,6,6.5,,
,,,,,,,,,,2,155,6,7,,
,,,,,,,,,,3,160,6,8.5,,
,,,,,,,,,,4,160,6,9,,
,row (barbell),,,,,,,,,1,225,10,,,
,,,,,,,,,,2,225,10,,,
,,,,,,,,,,3,225,10,,,
,,,,,,,,,,4,225,10,,,
,,,,,,,,,,5,225,10,,,
,,,,,,,,,,6,225,10,,,
10/22/18,lowbar squat (low pin),,,,,,,,,1,285,5,7,,
,,,,,,,,,,2,295,5,8,,
,,,,,,,,,,3,305,5,9,,
,,,,,,,,,,4,305,5,9,,
10/23/18,bench press,,wide,,,,0.1.0,,,1,260,4,7,,
,,,,,,,,,,2,260,4,7,,
,,,,,,,,,,3,260,4,7.5,,
,,,,,,,,,,4,260,4,8,,
,,,,,,,,,,5,260,4,8,,
,,,,,,,,,,6,260,4,8.5,,
,OHP (barbell),,,,,,3.1.0,,,1,150,4,7.5,,
,,,,,,,,,,2,150,4,8,,
,,,,,,,,,,3,150,4,8.5,,
,,,,,,,,,,4,150,4,9,,
10/24/18,bench press,,,,,,0.1.0,,,1,245,6,6,,
,,,,,,,,,,2,255,6,7,,
,,,,,,,,,,3,270,6,9.5,,
,,,,,,,,,,4,250,6,7.5,,
,,,,,,,,,,5,250,6,8,,
,conv DL,,,belt,,,,,,1,455,1,9,,
,,,,,,,,,,2,395,5,6,,
,,,,,,,,,,3,405,5,7,,
,,,,,,,,,,4,415,5,8,,
,,,,,,,,,,5,400,5,7.5,,
,,,,,,,,,,6,400,5,8,,
,bench press (incline low pin),,,,,,,,,1,185,7,7,,
,,,,,,,,,,2,185,8,8,,
,,,,,,,,,,3,185,8,9,,
,highbar squat,,,,,,,,,1,285,7,6,,
,,,,,,,,,,2,295,7,6.5,,
,,,,,,,,,,3,305,7,9,,
,,,,,,,,,,4,285,7,7.5,,
,OHP (barbell),,,,,,,,,1,150,7,8,,
10/27/18,bench press,,,,,,,,,1,315,1,9.5,,
,,,,,,,,,,2,265,5,6,,
,,,,,,,,,,3,270,5,7,,
,,,,,,,,,,4,270,5,8,,
,,,,,,,,,,5,270,5,8,,
,,,,,,,,,,6,270,5,8.5,,
,lowbar squat,,,belt,,,,,,1,405,1,9.5,,
,,,,,,,,,,2,350,5,6,,
,,,,,,,,,,3,355,5,7,,
,,,,,,,,,,4,365,5,9,,
,,,,,,,,,,5,355,5,8,,
,,,,,,,,,,6,355,5,8,,
,OHP (barbell),,,belt,,,0.1.0,,,1,155,5,6.5,,
,,,,,,,,,,2,160,5,8,,
,,,,,,,,,,3,160,5,9,,
,,,,,,,,,,4,160,5,9,,
,"conv DL (1.5"" deficit)",,,,,,,,,1,385,4,7.5,,
,,,,,,,,,,2,395,4,8,,
,,,,,,,,,,3,405,4,10,,
,,,,,,,,,,4,385,4,8.5,,
10/28/18,bench press,,close,,,,0.1.0,,,1,235,6,6.5,,
,,,,,,,,,,2,240,6,7,,
,,,,,,,,,,3,240,6,9,,
,,,,,,,,,,4,240,6,9,,
,,,,,,,,,,5,240,6,10,,
,OHP (low pin),,,,,,,,,1,155,6,7.5,,
,,,,,,,,,,2,155,6,7.5,,
,,,,,,,,,,3,155,6,8.5,,
,,,,,,,,,,4,145,6,7.5,,
,bench press (high pin),,close,,,,,,,1,255,4,8,,
,,,,,,,,,,2,255,4,8,,
,,,,,,,,,,3,255,4,8,,
,,,,,,,,,,4,255,4,7.5,,
10/29/18,lowbar squat,,,,,,3.0.0,,,1,315,4,9,,
,,,,,,,,,,2,300,4,8,,
,,,,,,,,,,3,300,4,8,,
,,,,,,,,,,4,300,4,8,,
,,,,,,,,,,5,300,4,8,,
10/31/18,bench press,,,,,,0.1.0,,,1,245,6,6,,
,,,,,,,,,,2,255,6,6.5,,
,,,,,,,,,,3,275,6,10,,
,,,,,,,,,,4,250,6,8,,
,,,,,,,,,,5,250,6,9,,
,conv DL,,,belt,,,,,,1,405,5,7,,
,,,,,,,,,,2,405,5,7,,
,bench press (incline low pin),,,,,,,,,1,185,8,7,,
,,,,,,,,,,2,190,8,8,,
,highbar squat,,,,,,,,,1,285,7,7,,
,,,,,,,,,,2,295,7,8,,
,,,,,,,,,,3,295,8,9,,
11/3/18,lowbar squat,,,belt,,,,,,1,405,1,9.5,,
,,,,,,,,,,2,355,4,7.5,,
,,,,,,,,,,3,365,4,7,,
,,,,,,,,,,4,355,4,7,,
,,,,,,,,,,5,355,4,7,,
,bench press,,,,,,0.1.0,,,1,295,1,8,,
,,,,,,,,,,2,265,5,8.5,,
,,,,,,,,,,3,265,5,9.5,,
,,,,,,,,,,4,255,5,9,,
,bench press (low pin),,,,,,,,,1,240,4,6.5,,
,,,,,,,,,,2,250,4,7,,
,,,,,,,,,,3,265,4,9.5,,
,,,,,,,,,,4,250,4,7,,
11/4/18,conv DL,,,belt,,,,,,1,455,5,9,,
,,,,,,,,,,2,425,4,8,,
,,,,,,,,,,3,405,4,7,,
,,,,,,,,,,4,405,4,6.5,,
,,,,,,,,,,5,405,4,7,,
,bench press,,close,,,,,,,1,295,1,8.5,,
,,,,,,,,,,2,250,3,9.5,,
,,,,,,,,,,3,260,3,6.5,,
,,,,,,,,,,4,265,3,8,,
,,,,,,,,,,5,260,3,7.5,,
,lowbar squat,,,,,,,,,1,315,6,7,,
,,,,,,,,,,2,325,6,8,,
,,,,,,,,,,3,315,6,8,,
,,,,,,,,,,4,305,6,8,,
11/6/18,bench press,,,,,,0.2.0,,,1,275,3,9.5,,
,,,,,,,,,,2,260,3,8,,
,,,,,,,,,,3,260,3,8.5,,
,,,,,,,,,,4,285,1,8,,
,lowbar squat,,,,,,0.2.0,,,1,355,1,9,,
,,,,,,,,,,2,325,3,9,,
,,,,,,,,,,3,310,3,8,,
,,,,,,,,,,4,310,3,8,,
,OHP (barbell),,,belt,,,,,,1,150,6,6.5,,
,,,,,,,,,,2,160,6,10,,
,,,,,,,,,,3,150,6,8,,
,,,,,,,,,,4,150,6,8.5,,
11/7/18,bench press,,,,,,0.2.0,,,1,275,3,9.5,,
,,,,,,,,,,2,255,3,8,,
,,,,,,,,,,3,255,3,8,,
,,,,,,,,,,4,255,3,8,,
,"conv DL (1.5"" deficit)",,,,,,,,,1,440,1,8.5,,
,,,,,,,,,,2,425,3,9,,
,,,,,,,,,,3,405,3,7.5,,
,,,,,,,,,,4,405,3,7,,
,RDL,,,,,,,,,1,315,6,6,,
,,,,,,,,,,2,335,6,8,,
,,,,,,,,,,3,335,6,7.5,,
,,,,,,,,,,4,335,6,8,,
11/10/18,lowbar squat,,,belt,,,,,,1,405,1,8.5,,
,,,,,,,,,,2,325,5,<6,,
,,,,,,,,,,3,365,3,6.5,,
,,,,,,,,,,4,365,3,6.5,,
,bench press,,,,,,0.1.0,,,1,305,1,8.5,,
,,,,,,,,,,2,275,5,9.5,,
,,,,,,,,,,3,260,5,8,,
,,,,,,,,,,4,260,5,8.5,,
,bench press (low pin),,,,,,,,,1,245,4,7,,
,,,,,,,,,,2,255,4,7,,
,,,,,,,,,,3,270,4,10,,cheated last rep
,,,,,,,,,,4,250,4,7.5,,
11/11/18,conv DL,,,belt,,,,,,1,460,1,8.5,,
,,,,,,,,,,2,440,3,8.5,,
,,,,,,,,,,3,420,3,7,,
,,,,,,,,,,4,420,3,7,,
,bench press,,close,,,,,,,1,300,1,8.5,,
,,,,,,,,,,2,280,3,8,,
